salary_id,salary_range,currency,compensation_type
sal12407,$55K to $75K,CAD,Annual
sal12408,35/hr,CAD,Annual
sal12409,"$90,000 - $120,000",USD,Hourly
sal12410,$55K to $75K,USD,Annual
sal12411,80000 per annum,CAD$,Annual
sal12412,35/hr,$CAD,Annual
sal12413,$60k - $80k,$CAD,Annual
sal12414,Negotiable,CAD,Annual
sal12415,Negotiable,USD,Hourly
sal12416,35/hr,USD,Hourly
sal12417,Negotiable,USD,Annual
sal12418,"$90,000 - $120,000",USD,Annual
sal12419,$60k - $80k,$CAD,Hourly
sal12420,Negotiable,USD,Hourly
sal12421,50000 - 70000,CAD,Annual
sal12422,Negotiable,CAD,Hourly
sal12423,$55K to $75K,CAD$,Annual
sal12424,Negotiable,$CAD,Annual
sal12425,35/hr,USD,Annual
sal12426,35/hr,$CAD,Hourly
sal12427,Negotiable,USD,Annual
sal12428,80000 per annum,CAD$,Hourly
sal12429,"$90,000 - $120,000",CAD$,Hourly
sal12430,$55K to $75K,$CAD,Annual
sal12431,$55K to $75K,$CAD,Hourly
sal12432,80000 per annum,$CAD,Annual
sal12433,"$90,000 - $120,000",USD,Hourly
sal12434,35/hr,CAD,Hourly
sal12435,35/hr,CAD,Hourly
sal12436,$60k - $80k,USD,Annual
sal12437,"$90,000 - $120,000",$CAD,Hourly
sal12438,50000 - 70000,USD,Hourly
sal12439,$55K to $75K,CAD$,Hourly
sal12440,50000 - 70000,CAD,Annual
sal12441,$60k - $80k,$CAD,Hourly
sal12442,"$90,000 - $120,000",CAD,Hourly
sal12443,80000 per annum,$CAD,Annual
sal12444,$60k - $80k,USD,Annual
sal12445,80000 per annum,$CAD,Annual
sal12446,$55K to $75K,CAD,Annual
sal12447,$60k - $80k,CAD,Annual
sal12448,50000 - 70000,$CAD,Annual
sal12449,$60k - $80k,USD,Hourly
sal12450,Negotiable,CAD,Hourly
sal12451,$60k - $80k,CAD$,Hourly
sal12452,$55K to $75K,CAD$,Hourly
sal12453,"$90,000 - $120,000",CAD,Annual
sal12454,"$90,000 - $120,000",CAD$,Hourly
sal12455,35/hr,$CAD,Hourly
sal12456,"$90,000 - $120,000",CAD,Annual
sal12457,Negotiable,USD,Annual
sal12458,"$90,000 - $120,000",USD,Annual
sal12459,35/hr,USD,Annual
sal12460,Negotiable,USD,Annual
sal12461,$60k - $80k,CAD$,Annual
sal12462,50000 - 70000,$CAD,Annual
sal12463,$55K to $75K,USD,Annual
sal12464,$60k - $80k,$CAD,Hourly
sal12465,$55K to $75K,CAD$,Hourly
sal12466,$55K to $75K,CAD,Hourly
sal12467,50000 - 70000,CAD$,Annual
sal12468,80000 per annum,USD,Annual
sal12469,Negotiable,USD,Annual
sal12470,$55K to $75K,$CAD,Annual
sal12471,35/hr,CAD,Annual
sal12472,$55K to $75K,USD,Hourly
sal12473,Negotiable,USD,Hourly
sal12474,Negotiable,USD,Annual
sal12475,Negotiable,CAD,Hourly
sal12476,$60k - $80k,CAD$,Hourly
sal12477,80000 per annum,USD,Hourly
sal12478,80000 per annum,$CAD,Hourly
sal12479,50000 - 70000,CAD,Hourly
sal12480,"$90,000 - $120,000",USD,Hourly
sal12481,50000 - 70000,USD,Annual
sal12482,35/hr,USD,Hourly
sal12483,80000 per annum,CAD,Annual
sal12484,"$90,000 - $120,000",USD,Hourly
sal12485,35/hr,$CAD,Annual
sal12486,35/hr,CAD,Annual
sal12487,Negotiable,CAD$,Annual
sal12488,$60k - $80k,CAD,Annual
sal12489,35/hr,CAD,Annual
sal12490,50000 - 70000,CAD,Hourly
sal12491,$60k - $80k,USD,Hourly
sal12492,80000 per annum,CAD,Annual
sal12493,"$90,000 - $120,000",$CAD,Annual
sal12494,35/hr,USD,Hourly
sal12495,Negotiable,$CAD,Hourly
sal12496,80000 per annum,CAD$,Annual
sal12497,$55K to $75K,$CAD,Hourly
sal12498,35/hr,CAD$,Hourly
sal12499,$55K to $75K,$CAD,Hourly
sal12500,"$90,000 - $120,000",CAD$,Hourly
sal12501,Negotiable,CAD,Hourly
sal12502,"$90,000 - $120,000",$CAD,Hourly
sal12503,35/hr,CAD$,Annual
sal12504,35/hr,USD,Annual
sal12505,"$90,000 - $120,000",USD,Hourly
sal12506,50000 - 70000,$CAD,Hourly
sal12507,Negotiable,CAD,Annual
sal12508,35/hr,CAD$,Hourly
sal12509,"$90,000 - $120,000",$CAD,Hourly
sal12510,$55K to $75K,CAD,Hourly
sal12511,35/hr,CAD$,Hourly
sal12512,50000 - 70000,CAD,Annual
sal12513,$60k - $80k,CAD$,Hourly
sal12514,"$90,000 - $120,000",CAD,Annual
sal12515,50000 - 70000,$CAD,Annual
sal12516,50000 - 70000,$CAD,Hourly
sal12517,35/hr,CAD$,Annual
sal12518,$55K to $75K,CAD,Annual
sal12519,$55K to $75K,$CAD,Hourly
sal12520,50000 - 70000,$CAD,Annual
sal12521,35/hr,CAD$,Annual
sal12522,50000 - 70000,CAD,Hourly
sal12523,"$90,000 - $120,000",$CAD,Annual
sal12524,$60k - $80k,CAD,Annual
sal12525,80000 per annum,CAD,Annual
sal12526,35/hr,USD,Hourly
sal12527,Negotiable,CAD$,Annual
sal12528,$60k - $80k,$CAD,Hourly
sal12529,$55K to $75K,CAD$,Annual
sal12530,$60k - $80k,CAD,Annual
sal12531,$55K to $75K,USD,Annual
sal12532,Negotiable,$CAD,Annual
sal12533,80000 per annum,CAD,Hourly
sal12534,50000 - 70000,$CAD,Hourly
sal12535,80000 per annum,USD,Annual
sal12536,$55K to $75K,CAD$,Hourly
sal12537,$60k - $80k,CAD$,Annual
sal12538,80000 per annum,CAD,Annual
sal12539,50000 - 70000,USD,Annual
sal12540,50000 - 70000,CAD,Hourly
sal12541,80000 per annum,CAD,Annual
sal12542,$60k - $80k,USD,Annual
sal12543,50000 - 70000,CAD,Hourly
sal12544,$60k - $80k,CAD$,Hourly
sal12545,$55K to $75K,USD,Annual
sal12546,$60k - $80k,CAD$,Annual
sal12547,50000 - 70000,CAD$,Hourly
sal12548,80000 per annum,$CAD,Annual
sal12549,Negotiable,CAD$,Annual
sal12550,"$90,000 - $120,000",CAD,Annual
sal12551,Negotiable,USD,Hourly
sal12552,50000 - 70000,CAD$,Hourly
sal12553,Negotiable,$CAD,Hourly
sal12554,Negotiable,$CAD,Hourly
sal12555,"$90,000 - $120,000",USD,Hourly
sal12556,$55K to $75K,CAD,Annual
sal12557,$55K to $75K,CAD$,Annual
sal12558,80000 per annum,CAD,Hourly
sal12559,"$90,000 - $120,000",USD,Hourly
sal12560,$55K to $75K,$CAD,Annual
sal12561,$60k - $80k,$CAD,Hourly
sal12562,$55K to $75K,CAD,Annual
sal12563,"$90,000 - $120,000",CAD,Hourly
sal12564,35/hr,CAD$,Hourly
sal12565,"$90,000 - $120,000",CAD$,Annual
sal12566,Negotiable,CAD$,Annual
sal12567,$60k - $80k,CAD$,Annual
sal12568,Negotiable,USD,Annual
sal12569,80000 per annum,USD,Annual
sal12570,"$90,000 - $120,000",USD,Annual
sal12571,$60k - $80k,CAD$,Hourly
sal12572,$60k - $80k,$CAD,Annual
sal12573,80000 per annum,USD,Annual
sal12574,50000 - 70000,USD,Annual
sal12575,80000 per annum,USD,Hourly
sal12576,$55K to $75K,CAD,Hourly
sal12577,80000 per annum,$CAD,Hourly
sal12578,80000 per annum,CAD,Annual
sal12579,35/hr,CAD,Hourly
sal12580,Negotiable,CAD$,Annual
sal12581,Negotiable,CAD$,Annual
sal12582,"$90,000 - $120,000",USD,Annual
sal12583,35/hr,USD,Annual
sal12584,Negotiable,$CAD,Annual
sal12585,$55K to $75K,USD,Annual
sal12586,$55K to $75K,USD,Hourly
sal12587,$60k - $80k,$CAD,Annual
sal12588,$55K to $75K,USD,Annual
sal12589,35/hr,USD,Annual
sal12590,80000 per annum,CAD,Annual
sal12591,$60k - $80k,$CAD,Annual
sal12592,"$90,000 - $120,000",CAD$,Annual
sal12593,50000 - 70000,CAD$,Annual
sal12594,$60k - $80k,CAD$,Hourly
sal12595,35/hr,CAD,Hourly
sal12596,"$90,000 - $120,000",$CAD,Annual
sal12597,"$90,000 - $120,000",CAD$,Hourly
sal12598,$55K to $75K,CAD,Hourly
sal12599,80000 per annum,CAD,Annual
sal12600,Negotiable,CAD$,Annual
sal12601,"$90,000 - $120,000",USD,Hourly
sal12602,Negotiable,USD,Hourly
sal12603,"$90,000 - $120,000",$CAD,Hourly
sal12604,$60k - $80k,USD,Hourly
sal12605,Negotiable,$CAD,Annual
sal12606,"$90,000 - $120,000",$CAD,Annual
sal12607,$60k - $80k,CAD,Hourly
sal12608,80000 per annum,USD,Hourly
sal12609,$55K to $75K,CAD$,Hourly
sal12610,$60k - $80k,CAD,Annual
sal12611,"$90,000 - $120,000",CAD$,Annual
sal12612,80000 per annum,$CAD,Annual
sal12613,"$90,000 - $120,000",CAD$,Annual
sal12614,50000 - 70000,USD,Hourly
sal12615,$55K to $75K,CAD$,Annual
sal12616,$60k - $80k,USD,Annual
sal12617,50000 - 70000,CAD$,Hourly
sal12618,$55K to $75K,$CAD,Hourly
sal12619,35/hr,$CAD,Hourly
sal12620,$60k - $80k,CAD$,Annual
sal12621,35/hr,$CAD,Hourly
sal12622,"$90,000 - $120,000",CAD,Annual
sal12623,$60k - $80k,USD,Annual
sal12624,"$90,000 - $120,000",CAD$,Annual
sal12625,$60k - $80k,CAD,Hourly
sal12626,$60k - $80k,$CAD,Hourly
sal12627,35/hr,USD,Annual
sal12628,35/hr,CAD$,Annual
sal12629,$55K to $75K,$CAD,Hourly
sal12630,35/hr,USD,Hourly
sal12631,80000 per annum,CAD,Annual
sal12632,$55K to $75K,CAD$,Hourly
sal12633,$60k - $80k,CAD,Hourly
sal12634,50000 - 70000,CAD,Hourly
sal12635,$55K to $75K,CAD$,Hourly
sal12636,$55K to $75K,CAD$,Hourly
sal12637,$55K to $75K,$CAD,Hourly
sal12638,35/hr,$CAD,Annual
sal12639,50000 - 70000,USD,Hourly
sal12640,$60k - $80k,USD,Annual
sal12641,"$90,000 - $120,000",USD,Annual
sal12642,"$90,000 - $120,000",$CAD,Annual
sal12643,50000 - 70000,CAD,Hourly
sal12644,35/hr,CAD,Annual
sal12645,$55K to $75K,USD,Annual
sal12646,"$90,000 - $120,000",CAD$,Hourly
sal12647,35/hr,USD,Annual
sal12648,$55K to $75K,CAD$,Hourly
sal12649,35/hr,USD,Hourly
sal12650,80000 per annum,CAD$,Hourly
sal12651,Negotiable,$CAD,Hourly
sal12652,$60k - $80k,USD,Annual
sal12653,Negotiable,USD,Hourly
sal12654,$55K to $75K,$CAD,Annual
sal12655,80000 per annum,CAD,Annual
sal12656,Negotiable,CAD,Annual
sal12657,35/hr,CAD$,Annual
sal12658,Negotiable,USD,Hourly
sal12659,"$90,000 - $120,000",USD,Annual
sal12660,50000 - 70000,USD,Hourly
sal12661,"$90,000 - $120,000",USD,Hourly
sal12662,50000 - 70000,USD,Hourly
sal12663,80000 per annum,$CAD,Annual
sal12664,$55K to $75K,USD,Hourly
sal12665,50000 - 70000,CAD,Annual
sal12666,$55K to $75K,CAD$,Hourly
sal12667,Negotiable,CAD,Annual
sal12668,50000 - 70000,$CAD,Hourly
sal12669,$60k - $80k,$CAD,Annual
sal12670,"$90,000 - $120,000",$CAD,Hourly
sal12671,35/hr,USD,Hourly
sal12672,80000 per annum,CAD,Hourly
sal12673,80000 per annum,CAD,Annual
sal12674,35/hr,CAD,Hourly
sal12675,35/hr,USD,Annual
sal12676,80000 per annum,CAD$,Annual
sal12677,80000 per annum,$CAD,Annual
sal12678,Negotiable,CAD,Hourly
sal12679,80000 per annum,CAD,Hourly
sal12680,80000 per annum,USD,Annual
sal12681,50000 - 70000,$CAD,Hourly
sal12682,Negotiable,CAD,Hourly
sal12683,Negotiable,CAD,Hourly
sal12684,35/hr,USD,Hourly
sal12685,Negotiable,USD,Annual
sal12686,$55K to $75K,$CAD,Hourly
sal12687,$60k - $80k,CAD,Annual
sal12688,35/hr,$CAD,Hourly
sal12689,50000 - 70000,$CAD,Hourly
sal12690,80000 per annum,USD,Hourly
sal12691,50000 - 70000,USD,Hourly
sal12692,80000 per annum,CAD,Hourly
sal12693,$60k - $80k,CAD,Annual
sal12694,"$90,000 - $120,000",USD,Annual
sal12695,50000 - 70000,CAD$,Annual
sal12696,Negotiable,CAD$,Hourly
sal12697,$60k - $80k,USD,Annual
sal12698,35/hr,USD,Annual
sal12699,$60k - $80k,CAD$,Hourly
sal12700,$55K to $75K,CAD,Hourly
sal12701,$55K to $75K,USD,Hourly
sal12702,50000 - 70000,CAD,Annual
sal12703,Negotiable,CAD,Annual
sal12704,"$90,000 - $120,000",CAD$,Annual
sal12705,35/hr,$CAD,Annual
sal12706,"$90,000 - $120,000",USD,Hourly
sal12707,80000 per annum,CAD$,Annual
sal12708,$55K to $75K,$CAD,Annual
sal12709,35/hr,CAD,Annual
sal12710,$55K to $75K,$CAD,Hourly
sal12711,$55K to $75K,CAD,Annual
sal12712,Negotiable,CAD$,Annual
sal12713,"$90,000 - $120,000",USD,Annual
sal12714,$55K to $75K,USD,Annual
sal12715,35/hr,CAD$,Annual
sal12716,35/hr,CAD,Annual
sal12717,80000 per annum,$CAD,Annual
sal12718,Negotiable,USD,Annual
sal12719,50000 - 70000,CAD,Annual
sal12720,80000 per annum,USD,Annual
sal12721,"$90,000 - $120,000",$CAD,Hourly
sal12722,Negotiable,CAD$,Hourly
sal12723,50000 - 70000,CAD,Hourly
sal12724,"$90,000 - $120,000",CAD,Hourly
sal12725,80000 per annum,$CAD,Hourly
sal12726,50000 - 70000,USD,Hourly
sal12727,$60k - $80k,CAD$,Hourly
sal12728,50000 - 70000,CAD$,Hourly
sal12729,"$90,000 - $120,000",CAD$,Hourly
sal12730,50000 - 70000,$CAD,Hourly
sal12731,80000 per annum,CAD,Annual
sal12732,80000 per annum,CAD,Annual
sal12733,Negotiable,CAD,Annual
sal12734,50000 - 70000,CAD$,Hourly
sal12735,Negotiable,CAD,Hourly
sal12736,50000 - 70000,USD,Annual
sal12737,Negotiable,$CAD,Annual
sal12738,50000 - 70000,CAD$,Hourly
sal12739,"$90,000 - $120,000",$CAD,Annual
sal12740,$60k - $80k,$CAD,Hourly
sal12741,50000 - 70000,USD,Hourly
sal12742,Negotiable,USD,Annual
sal12743,"$90,000 - $120,000",CAD,Hourly
sal12744,"$90,000 - $120,000",USD,Annual
sal12745,"$90,000 - $120,000",USD,Annual
sal12746,35/hr,USD,Hourly
sal12747,80000 per annum,USD,Hourly
sal12748,"$90,000 - $120,000",$CAD,Hourly
sal12749,$55K to $75K,CAD$,Hourly
sal12750,$55K to $75K,USD,Annual
sal12751,80000 per annum,CAD,Hourly
sal12752,35/hr,CAD,Hourly
sal12753,"$90,000 - $120,000",USD,Hourly
sal12754,80000 per annum,USD,Hourly
sal12755,Negotiable,CAD,Annual
sal12756,50000 - 70000,CAD,Annual
sal12757,"$90,000 - $120,000",USD,Annual
sal12758,$60k - $80k,$CAD,Annual
sal12759,35/hr,USD,Annual
sal12760,80000 per annum,CAD$,Annual
sal12761,Negotiable,$CAD,Annual
sal12762,$60k - $80k,USD,Hourly
sal12763,Negotiable,USD,Hourly
sal12764,"$90,000 - $120,000",CAD,Annual
sal12765,50000 - 70000,CAD,Hourly
sal12766,$55K to $75K,CAD$,Annual
sal12767,$60k - $80k,USD,Hourly
sal12768,"$90,000 - $120,000",CAD,Annual
sal12769,50000 - 70000,CAD,Annual
sal12770,$60k - $80k,$CAD,Annual
sal12771,"$90,000 - $120,000",CAD$,Hourly
sal12772,Negotiable,$CAD,Annual
sal12773,Negotiable,CAD,Annual
sal12774,50000 - 70000,CAD,Annual
sal12775,80000 per annum,USD,Annual
sal12776,50000 - 70000,CAD,Annual
sal12777,$60k - $80k,CAD$,Annual
sal12778,Negotiable,CAD,Hourly
sal12779,Negotiable,$CAD,Annual
sal12780,$55K to $75K,CAD,Annual
sal12781,50000 - 70000,CAD,Annual
sal12782,"$90,000 - $120,000",USD,Hourly
sal12783,35/hr,USD,Annual
sal12784,35/hr,CAD,Annual
sal12785,$60k - $80k,$CAD,Hourly
sal12786,Negotiable,USD,Annual
sal12787,80000 per annum,CAD,Annual
sal12788,80000 per annum,CAD$,Hourly
sal12789,$55K to $75K,$CAD,Annual
sal12790,"$90,000 - $120,000",CAD$,Annual
sal12791,80000 per annum,$CAD,Annual
sal12792,Negotiable,CAD,Hourly
sal12793,80000 per annum,USD,Annual
sal12794,"$90,000 - $120,000",CAD$,Annual
sal12795,"$90,000 - $120,000",CAD,Hourly
sal12796,$55K to $75K,USD,Annual
sal12797,Negotiable,CAD,Hourly
sal12798,35/hr,$CAD,Hourly
sal12799,80000 per annum,$CAD,Annual
sal12800,$55K to $75K,CAD,Hourly
sal12801,Negotiable,$CAD,Annual
sal12802,"$90,000 - $120,000",CAD,Annual
sal12803,50000 - 70000,USD,Hourly
sal12804,"$90,000 - $120,000",$CAD,Hourly
sal12805,Negotiable,USD,Hourly
sal12806,$55K to $75K,CAD,Annual
sal12807,80000 per annum,CAD$,Hourly
sal12808,$60k - $80k,USD,Hourly
sal12809,$55K to $75K,CAD$,Hourly
sal12810,$60k - $80k,CAD$,Annual
sal12811,35/hr,$CAD,Annual
sal12812,$60k - $80k,$CAD,Hourly
sal12813,50000 - 70000,$CAD,Annual
sal12814,"$90,000 - $120,000",$CAD,Hourly
sal12815,$60k - $80k,CAD$,Hourly
sal12816,$55K to $75K,USD,Hourly
sal12817,$55K to $75K,CAD$,Annual
sal12818,50000 - 70000,CAD,Annual
sal12819,50000 - 70000,CAD,Hourly
sal12820,"$90,000 - $120,000",CAD$,Hourly
sal12821,$60k - $80k,$CAD,Annual
sal12822,50000 - 70000,$CAD,Annual
sal12823,35/hr,CAD$,Annual
sal12824,$60k - $80k,$CAD,Hourly
sal12825,Negotiable,CAD,Hourly
sal12826,Negotiable,$CAD,Hourly
sal12827,"$90,000 - $120,000",CAD,Hourly
sal12828,Negotiable,CAD,Hourly
sal12829,50000 - 70000,CAD$,Annual
sal12830,35/hr,CAD$,Annual
sal12831,80000 per annum,$CAD,Hourly
sal12832,80000 per annum,$CAD,Hourly
sal12833,Negotiable,USD,Annual
sal12834,35/hr,CAD$,Hourly
sal12835,Negotiable,CAD$,Annual
sal12836,$60k - $80k,CAD$,Annual
sal12837,$55K to $75K,$CAD,Annual
sal12838,80000 per annum,CAD,Hourly
sal12839,Negotiable,CAD$,Annual
sal12840,80000 per annum,$CAD,Annual
sal12841,35/hr,CAD,Hourly
sal12842,50000 - 70000,CAD$,Hourly
sal12843,$55K to $75K,$CAD,Hourly
sal12844,35/hr,USD,Hourly
sal12845,50000 - 70000,CAD$,Hourly
sal12846,35/hr,$CAD,Annual
sal12847,"$90,000 - $120,000",CAD,Annual
sal12848,$60k - $80k,CAD$,Annual
sal12849,80000 per annum,USD,Annual
sal12850,Negotiable,CAD$,Hourly
sal12851,"$90,000 - $120,000",CAD$,Hourly
sal12852,Negotiable,CAD$,Hourly
sal12853,50000 - 70000,USD,Hourly
sal12854,Negotiable,USD,Hourly
sal12855,35/hr,$CAD,Annual
sal12856,50000 - 70000,CAD$,Hourly
sal12857,$55K to $75K,$CAD,Annual
sal12858,"$90,000 - $120,000",USD,Annual
sal12859,80000 per annum,CAD$,Hourly
sal12860,Negotiable,$CAD,Hourly
sal12861,"$90,000 - $120,000",$CAD,Hourly
sal12862,80000 per annum,$CAD,Hourly
sal12863,80000 per annum,CAD$,Annual
sal12864,"$90,000 - $120,000",$CAD,Hourly
sal12865,Negotiable,$CAD,Hourly
sal12866,35/hr,CAD,Annual
sal12867,$60k - $80k,CAD,Hourly
sal12868,50000 - 70000,CAD$,Hourly
sal12869,Negotiable,CAD,Annual
sal12870,50000 - 70000,CAD,Annual
sal12871,$55K to $75K,$CAD,Annual
sal12872,Negotiable,$CAD,Annual
sal12873,$55K to $75K,CAD,Hourly
sal12874,50000 - 70000,$CAD,Annual
sal12875,"$90,000 - $120,000",$CAD,Hourly
sal12876,Negotiable,USD,Annual
sal12877,"$90,000 - $120,000",$CAD,Annual
sal12878,35/hr,USD,Hourly
sal12879,Negotiable,CAD,Hourly
sal12880,$55K to $75K,CAD,Hourly
sal12881,50000 - 70000,CAD,Hourly
sal12882,50000 - 70000,USD,Annual
sal12883,$55K to $75K,$CAD,Annual
sal12884,$60k - $80k,USD,Annual
sal12885,$60k - $80k,CAD,Annual
sal12886,"$90,000 - $120,000",$CAD,Annual
sal12887,Negotiable,USD,Hourly
sal12888,$60k - $80k,USD,Hourly
sal12889,50000 - 70000,CAD$,Hourly
sal12890,$55K to $75K,$CAD,Annual
sal12891,35/hr,CAD,Annual
sal12892,"$90,000 - $120,000",CAD,Annual
sal12893,$55K to $75K,CAD$,Annual
sal12894,$60k - $80k,CAD,Hourly
sal12895,$55K to $75K,$CAD,Annual
sal12896,"$90,000 - $120,000",CAD$,Annual
sal12897,$55K to $75K,USD,Hourly
sal12898,50000 - 70000,CAD,Hourly
sal12899,Negotiable,CAD,Annual
sal12900,Negotiable,CAD,Hourly
sal12901,Negotiable,CAD,Hourly
sal12902,Negotiable,CAD$,Hourly
sal12903,35/hr,USD,Annual
sal12904,Negotiable,$CAD,Annual
sal12905,"$90,000 - $120,000",$CAD,Hourly
sal12906,35/hr,CAD,Annual
sal12907,Negotiable,$CAD,Annual
sal12908,80000 per annum,USD,Hourly
sal12909,80000 per annum,CAD,Annual
sal12910,35/hr,USD,Hourly
sal12911,Negotiable,CAD,Annual
sal12912,35/hr,CAD$,Annual
sal12913,50000 - 70000,USD,Annual
sal12914,$60k - $80k,$CAD,Hourly
sal12915,50000 - 70000,CAD$,Hourly
sal12916,$55K to $75K,CAD$,Hourly
sal12917,35/hr,$CAD,Annual
sal12918,35/hr,$CAD,Hourly
sal12919,35/hr,CAD,Annual
sal12920,80000 per annum,$CAD,Hourly
sal12921,$60k - $80k,CAD$,Annual
sal12922,35/hr,CAD$,Hourly
sal12923,$60k - $80k,USD,Annual
sal12924,50000 - 70000,CAD$,Hourly
sal12925,80000 per annum,USD,Annual
sal12926,"$90,000 - $120,000",$CAD,Annual
sal12927,Negotiable,$CAD,Hourly
sal12928,$60k - $80k,CAD,Hourly
sal12929,35/hr,CAD,Hourly
sal12930,$55K to $75K,USD,Hourly
sal12931,Negotiable,CAD$,Hourly
sal12932,80000 per annum,CAD,Annual
sal12933,"$90,000 - $120,000",USD,Annual
sal12934,80000 per annum,CAD$,Hourly
sal12935,80000 per annum,USD,Hourly
sal12936,50000 - 70000,$CAD,Hourly
sal12937,Negotiable,USD,Hourly
sal12938,$60k - $80k,CAD$,Annual
sal12939,Negotiable,USD,Hourly
sal12940,50000 - 70000,CAD,Hourly
sal12941,$55K to $75K,CAD,Hourly
sal12942,$55K to $75K,$CAD,Hourly
sal12943,35/hr,CAD,Hourly
sal12944,Negotiable,CAD,Hourly
sal12945,Negotiable,USD,Hourly
sal12946,"$90,000 - $120,000",CAD,Hourly
sal12947,35/hr,USD,Annual
sal12948,35/hr,CAD$,Hourly
sal12949,Negotiable,CAD$,Annual
sal12950,50000 - 70000,USD,Annual
sal12951,50000 - 70000,USD,Annual
sal12952,$55K to $75K,CAD$,Hourly
sal12953,80000 per annum,$CAD,Annual
sal12954,35/hr,$CAD,Annual
sal12955,80000 per annum,CAD,Hourly
sal12956,$60k - $80k,USD,Hourly
sal12957,50000 - 70000,USD,Hourly
sal12958,$55K to $75K,CAD,Hourly
sal12959,$55K to $75K,USD,Annual
sal12960,$60k - $80k,$CAD,Annual
sal12961,$60k - $80k,USD,Annual
sal12962,"$90,000 - $120,000",USD,Annual
sal12963,35/hr,USD,Hourly
sal12964,$60k - $80k,CAD,Annual
sal12965,"$90,000 - $120,000",USD,Annual
sal12966,80000 per annum,USD,Annual
sal12967,35/hr,USD,Annual
sal12968,"$90,000 - $120,000",USD,Annual
sal12969,$55K to $75K,$CAD,Hourly
sal12970,80000 per annum,CAD,Annual
sal12971,50000 - 70000,CAD,Annual
sal12972,"$90,000 - $120,000",CAD$,Hourly
sal12973,$60k - $80k,$CAD,Hourly
sal12974,35/hr,$CAD,Hourly
sal12975,50000 - 70000,USD,Annual
sal12976,"$90,000 - $120,000",USD,Annual
sal12977,80000 per annum,CAD$,Hourly
sal12978,Negotiable,$CAD,Hourly
sal12979,35/hr,CAD$,Hourly
sal12980,35/hr,CAD,Annual
sal12981,50000 - 70000,CAD$,Hourly
sal12982,80000 per annum,USD,Annual
sal12983,35/hr,USD,Annual
sal12984,"$90,000 - $120,000",$CAD,Annual
sal12985,$60k - $80k,CAD,Hourly
sal12986,$60k - $80k,$CAD,Annual
sal12987,Negotiable,CAD$,Annual
sal12988,35/hr,USD,Annual
sal12989,Negotiable,USD,Annual
sal12990,$55K to $75K,USD,Annual
sal12991,Negotiable,USD,Annual
sal12992,50000 - 70000,$CAD,Hourly
sal12993,$60k - $80k,USD,Annual
sal12994,35/hr,CAD,Annual
sal12995,$60k - $80k,$CAD,Annual
sal12996,Negotiable,USD,Annual
sal12997,$60k - $80k,$CAD,Annual
sal12998,50000 - 70000,CAD,Hourly
sal12999,Negotiable,$CAD,Hourly
sal13000,50000 - 70000,CAD,Hourly
sal13001,80000 per annum,$CAD,Hourly
sal13002,"$90,000 - $120,000",CAD,Annual
sal13003,50000 - 70000,CAD$,Hourly
sal13004,35/hr,USD,Hourly
sal13005,$55K to $75K,USD,Hourly
sal13006,$60k - $80k,USD,Hourly
sal13007,80000 per annum,USD,Annual
sal13008,$55K to $75K,CAD$,Annual
sal13009,$55K to $75K,CAD$,Annual
sal13010,50000 - 70000,CAD,Annual
sal13011,35/hr,CAD,Hourly
sal13012,"$90,000 - $120,000",$CAD,Annual
sal13013,80000 per annum,$CAD,Hourly
sal13014,Negotiable,$CAD,Hourly
sal13015,35/hr,CAD$,Annual
sal13016,Negotiable,USD,Annual
sal13017,$60k - $80k,CAD,Hourly
sal13018,80000 per annum,$CAD,Annual
sal13019,80000 per annum,CAD$,Hourly
sal13020,"$90,000 - $120,000",USD,Annual
sal13021,35/hr,CAD,Hourly
sal13022,$55K to $75K,$CAD,Annual
sal13023,"$90,000 - $120,000",CAD$,Annual
sal13024,35/hr,CAD$,Annual
sal13025,$55K to $75K,$CAD,Annual
sal13026,50000 - 70000,USD,Hourly
sal13027,$60k - $80k,$CAD,Annual
sal13028,Negotiable,CAD,Annual
sal13029,35/hr,CAD$,Hourly
sal13030,35/hr,CAD$,Annual
sal13031,35/hr,CAD,Hourly
sal13032,50000 - 70000,$CAD,Hourly
sal13033,50000 - 70000,USD,Hourly
sal13034,35/hr,USD,Hourly
sal13035,$60k - $80k,CAD$,Hourly
sal13036,$55K to $75K,CAD$,Annual
sal13037,$60k - $80k,CAD$,Hourly
sal13038,$55K to $75K,CAD,Hourly
sal13039,$60k - $80k,CAD$,Hourly
sal13040,50000 - 70000,USD,Annual
sal13041,80000 per annum,$CAD,Hourly
sal13042,$60k - $80k,$CAD,Hourly
sal13043,50000 - 70000,CAD,Annual
sal13044,50000 - 70000,CAD,Annual
sal13045,$60k - $80k,USD,Hourly
sal13046,"$90,000 - $120,000",CAD$,Annual
sal13047,50000 - 70000,CAD$,Hourly
sal13048,50000 - 70000,USD,Hourly
sal13049,50000 - 70000,USD,Hourly
sal13050,80000 per annum,CAD$,Hourly
sal13051,80000 per annum,CAD$,Annual
sal13052,50000 - 70000,CAD$,Hourly
