requirements_id,experience_years,education_level,skills_required
req10105,1 year,MSc,"Tableau, SQL, PowerBI, R, Python"
req10106,None,None,"SQL, Scala, Leadership"
req10107,3-5 yrs,Bachelor's,"Spark, Excel"
req10108,at least 2,B.Sc.,"Tableau, R, PowerBI, Spark"
req10109,3-5 yrs,B.Sc.,"PowerBI, Communication, Tableau, Scala, R"
req10110,at least 2,B.Sc.,"R, Leadership, Python, PowerBI"
req10111,2+,Bachelor's,"Hadoop, Python"
req10112,None,BS,"Leadership, Tableau, Hadoop"
req10113,3-5 yrs,PhD,"Spark, PowerBI"
req10114,at least 2,BS,"SQL, R, Tableau"
req10115,at least 2,BS,"Python, Spark, Excel"
req10116,2+,B.Sc.,"Leadership, Communication"
req10117,2+,MSc,"Excel, Scala"
req10118,1 year,MSc,"SQL, R"
req10119,None,PhD,"Spark, Scala, PowerBI, Communication"
req10120,3-5 yrs,Bachelor's,"Tableau, Python, Spark, Scala, SQL"
req10121,3-5 yrs,Bachelor's,"PowerBI, SQL, R"
req10122,3-5 yrs,BS,"Communication, R, SQL"
req10123,3-5 yrs,BS,"R, Hadoop, Scala, Spark, Python"
req10124,2+,None,"Hadoop, SQL, R, Communication"
req10125,at least 2,MSc,"Leadership, PowerBI, R"
req10126,3-5 yrs,BS,"Communication, SQL, Scala, Excel, Tableau"
req10127,3-5 yrs,BS,"Python, R, Tableau, SQL"
req10128,None,MSc,"Spark, Leadership, PowerBI"
req10129,2+,MSc,"Excel, Communication, Leadership"
req10130,at least 2,PhD,"Spark, R"
req10131,3-5 yrs,None,"Leadership, Excel, PowerBI, Tableau, Communication"
req10132,at least 2,None,"Python, Spark, Scala"
req10133,None,PhD,"PowerBI, SQL, Scala, Tableau"
req10134,1 year,PhD,"PowerBI, Excel"
req10135,None,None,"Python, PowerBI"
req10136,None,Bachelor's,"Hadoop, R, SQL, Communication, Scala"
req10137,at least 2,None,"Leadership, Python, Hadoop, PowerBI, Communication"
req10138,at least 2,PhD,"PowerBI, Hadoop, Scala"
req10139,None,BS,"Communication, Excel, SQL, R"
req10140,None,MSc,"Excel, Spark, Tableau, Hadoop"
req10141,2+,B.Sc.,"Leadership, PowerBI, Hadoop, Communication"
req10142,None,B.Sc.,"Communication, PowerBI"
req10143,3-5 yrs,Bachelor's,"Python, Tableau, PowerBI"
req10144,None,Bachelor's,"Communication, Python, R"
req10145,1 year,MSc,"Tableau, Python, PowerBI, SQL"
req10146,at least 2,Bachelor's,"SQL, PowerBI, Excel, Spark, Hadoop"
req10147,None,PhD,"Excel, Communication, Scala"
req10148,at least 2,Bachelor's,"Python, Excel, Communication"
req10149,1 year,BS,"Excel, PowerBI, Tableau"
req10150,3-5 yrs,B.Sc.,"Communication, R, Spark, Scala"
req10151,at least 2,B.Sc.,"Leadership, Spark, SQL"
req10152,at least 2,B.Sc.,"Hadoop, Python, Spark"
req10153,2+,None,"R, PowerBI, Tableau, Excel"
req10154,None,None,"Excel, R, PowerBI, Python"
req10155,None,MSc,"Tableau, Spark, Excel, SQL, PowerBI"
req10156,3-5 yrs,MSc,"Tableau, Scala, Spark, SQL"
req10157,None,PhD,"Excel, Spark, Scala"
req10158,1 year,PhD,"Leadership, Python, Tableau"
req10159,at least 2,Bachelor's,"Communication, Scala, SQL, Tableau"
req10160,2+,MSc,"R, PowerBI, Spark"
req10161,2+,PhD,"SQL, Tableau"
req10162,3-5 yrs,MSc,"R, PowerBI, Leadership"
req10163,1 year,MSc,"Leadership, Hadoop, Communication, Tableau"
req10164,None,B.Sc.,"Spark, R, Tableau"
req10165,at least 2,PhD,"Scala, PowerBI, Spark"
req10166,2+,None,"Excel, Hadoop"
req10167,at least 2,MSc,"Spark, Hadoop, PowerBI"
req10168,3-5 yrs,MSc,"SQL, Communication, Spark, R, Leadership"
req10169,at least 2,PhD,"Communication, Spark, Tableau, R"
req10170,at least 2,Bachelor's,"Python, Communication, SQL, Spark, Tableau"
req10171,None,BS,"PowerBI, Spark, Scala, Communication"
req10172,None,None,"Excel, Leadership"
req10173,1 year,None,"Scala, Python, R, Tableau, PowerBI"
req10174,None,PhD,"Hadoop, Leadership, Python, Tableau"
req10175,2+,Bachelor's,"PowerBI, Hadoop, Tableau"
req10176,at least 2,MSc,"Leadership, Communication, Scala, PowerBI, R"
req10177,at least 2,None,"Communication, Excel, Leadership"
req10178,at least 2,Bachelor's,"Excel, Python, Scala, SQL"
req10179,at least 2,None,"Python, SQL"
req10180,1 year,BS,"Scala, PowerBI, R, SQL"
req10181,at least 2,BS,"Hadoop, Communication, Spark"
req10182,at least 2,B.Sc.,"Excel, Leadership, Scala"
req10183,2+,None,"Communication, Spark"
req10184,1 year,B.Sc.,"Communication, Spark, R"
req10185,1 year,None,"R, Scala, Leadership, SQL"
req10186,2+,PhD,"Python, Scala, Hadoop, Leadership, R"
req10187,2+,Bachelor's,"Leadership, SQL"
req10188,1 year,BS,"Leadership, Hadoop, Scala, Spark"
req10189,None,PhD,"Excel, R, Communication, Scala"
req10190,2+,BS,"Leadership, Excel"
req10191,None,PhD,"Hadoop, Tableau"
req10192,1 year,MSc,"Scala, Excel, R, Communication, Tableau"
req10193,2+,BS,"Excel, PowerBI, Leadership, Scala"
req10194,1 year,None,"Tableau, R, Leadership, Scala"
req10195,1 year,None,"Python, R, PowerBI, Communication, Spark"
req10196,1 year,PhD,"Excel, PowerBI, Python, SQL, R"
req10197,3-5 yrs,MSc,"PowerBI, Communication"
req10198,3-5 yrs,None,"Tableau, PowerBI, R, Excel, Leadership"
req10199,1 year,MSc,"PowerBI, R"
req10200,1 year,None,"Leadership, Scala"
req10201,at least 2,B.Sc.,"R, Python"
req10202,2+,B.Sc.,"Scala, SQL, Communication, Spark"
req10203,3-5 yrs,PhD,"Excel, SQL, R"
req10204,3-5 yrs,BS,"Tableau, R, Spark, Communication"
req10205,3-5 yrs,B.Sc.,"Spark, Leadership, Excel, Communication"
req10206,1 year,Bachelor's,"Python, Tableau, R, Spark"
req10207,1 year,BS,"PowerBI, Python, Excel, R"
req10208,None,None,"SQL, R, Spark"
req10209,1 year,None,"Tableau, Excel, Hadoop, PowerBI, Communication"
req10210,2+,B.Sc.,"Leadership, PowerBI, Communication, Python, Scala"
req10211,at least 2,MSc,"PowerBI, Python, R"
req10212,2+,B.Sc.,"Tableau, R, Scala, Python"
req10213,2+,B.Sc.,"Spark, Excel"
req10214,3-5 yrs,None,"Hadoop, Communication"
req10215,at least 2,PhD,"Hadoop, Leadership, R"
req10216,2+,MSc,"Communication, Hadoop"
req10217,3-5 yrs,MSc,"Python, Scala, Excel, SQL, Hadoop"
req10218,2+,None,"Scala, PowerBI, Communication"
req10219,3-5 yrs,PhD,"PowerBI, Communication, Scala, R, Hadoop"
req10220,2+,BS,"Spark, Python"
req10221,1 year,None,"R, Hadoop, Communication, Leadership"
req10222,3-5 yrs,PhD,"Scala, Hadoop, PowerBI, Leadership, R"
req10223,at least 2,BS,"Spark, Scala, Communication, PowerBI, Tableau"
req10224,None,B.Sc.,"Spark, SQL, PowerBI"
req10225,at least 2,PhD,"Spark, R, Communication, Python, SQL"
req10226,1 year,MSc,"R, Tableau"
req10227,3-5 yrs,MSc,"Python, Leadership"
req10228,None,MSc,"Hadoop, Python, Communication, Spark"
req10229,1 year,Bachelor's,"Tableau, R, Excel, Leadership, Hadoop"
req10230,None,PhD,"Communication, SQL, Excel"
req10231,2+,PhD,"Spark, Hadoop, Tableau, PowerBI, Excel"
req10232,2+,None,"R, Spark, Leadership, Communication, PowerBI"
req10233,1 year,Bachelor's,"Leadership, R, Python"
req10234,1 year,None,"Excel, Scala"
req10235,at least 2,Bachelor's,"Excel, Scala, SQL, Python"
req10236,at least 2,B.Sc.,"PowerBI, R, Scala, Hadoop"
req10237,None,MSc,"Python, SQL"
req10238,None,MSc,"Python, SQL, Spark, R, Communication"
req10239,2+,PhD,"Hadoop, SQL, Tableau, Leadership"
req10240,None,None,"Python, Hadoop, Spark, Tableau, Scala"
req10241,3-5 yrs,Bachelor's,"Hadoop, PowerBI, Excel, Tableau, Communication"
req10242,at least 2,MSc,"R, Scala, Leadership, SQL, Communication"
req10243,2+,BS,"R, SQL, Python, Hadoop, PowerBI"
req10244,None,None,"Tableau, Excel, Spark, R, Communication"
req10245,3-5 yrs,BS,"Communication, Leadership, Excel"
req10246,3-5 yrs,B.Sc.,"Spark, Hadoop"
req10247,3-5 yrs,MSc,"Communication, Spark, Python, PowerBI"
req10248,at least 2,B.Sc.,"Communication, R, Tableau"
req10249,3-5 yrs,None,"Communication, Python, PowerBI, R"
req10250,2+,Bachelor's,"Leadership, SQL, Scala, Spark"
req10251,2+,None,"PowerBI, Leadership, Communication, Tableau, R"
req10252,at least 2,B.Sc.,"Spark, Leadership, SQL, Hadoop"
req10253,1 year,MSc,"Python, Tableau"
req10254,None,MSc,"PowerBI, Python, Spark, Scala"
req10255,1 year,BS,"Spark, Excel, Communication, R"
req10256,at least 2,B.Sc.,"Excel, Spark, SQL"
req10257,3-5 yrs,PhD,"Hadoop, Scala"
req10258,None,None,"Communication, PowerBI, Excel, Hadoop, Tableau"
req10259,at least 2,PhD,"Excel, Hadoop, Communication"
req10260,1 year,B.Sc.,"Scala, Communication, Leadership, Spark"
req10261,1 year,None,"Leadership, PowerBI, Python, Hadoop"
req10262,1 year,BS,"Python, Spark, Communication"
req10263,None,Bachelor's,"Python, Spark, Hadoop"
req10264,1 year,B.Sc.,"Python, Scala, Hadoop"
req10265,None,PhD,"Communication, R, Leadership, Python, PowerBI"
req10266,1 year,B.Sc.,"R, Scala"
req10267,3-5 yrs,None,"R, SQL, Scala"
req10268,at least 2,PhD,"Excel, Python, SQL"
req10269,None,BS,"Tableau, SQL"
req10270,3-5 yrs,Bachelor's,"Scala, Tableau, PowerBI, Communication"
req10271,None,Bachelor's,"Spark, Python"
req10272,1 year,MSc,"Spark, Excel"
req10273,3-5 yrs,BS,"Python, Spark, R, PowerBI"
req10274,1 year,B.Sc.,"Python, Hadoop"
req10275,3-5 yrs,B.Sc.,"SQL, Communication, R, Scala"
req10276,None,MSc,"Leadership, Scala"
req10277,3-5 yrs,MSc,"Python, Hadoop"
req10278,None,Bachelor's,"Hadoop, Leadership"
req10279,None,B.Sc.,"Tableau, Scala, SQL, Hadoop, Python"
req10280,None,BS,"R, Communication, Scala, PowerBI"
req10281,2+,BS,"Tableau, Communication, SQL"
req10282,3-5 yrs,MSc,"PowerBI, Spark"
req10283,None,MSc,"PowerBI, Python, Leadership"
req10284,1 year,B.Sc.,"Scala, SQL, Excel"
req10285,2+,Bachelor's,"PowerBI, Communication, Tableau, Excel, Python"
req10286,1 year,B.Sc.,"PowerBI, Communication, Leadership"
req10287,2+,B.Sc.,"Spark, R"
req10288,at least 2,Bachelor's,"Spark, Leadership, PowerBI, Python, Scala"
req10289,2+,MSc,"Spark, Excel, PowerBI, R, Hadoop"
req10290,3-5 yrs,B.Sc.,"Spark, R, Scala, Leadership, Python"
req10291,None,PhD,"SQL, Hadoop, Tableau, Spark, Leadership"
req10292,1 year,None,"Python, R"
req10293,1 year,PhD,"Hadoop, SQL, Communication, Excel, Spark"
req10294,3-5 yrs,BS,"Communication, Python, Leadership, SQL, Tableau"
req10295,1 year,PhD,"Python, R, Tableau, Communication, Excel"
req10296,at least 2,PhD,"Spark, Python"
req10297,None,MSc,"PowerBI, Spark, Tableau"
req10298,None,PhD,"Excel, Tableau"
req10299,3-5 yrs,MSc,"Scala, Communication, Leadership, Hadoop"
req10300,1 year,BS,"Excel, Python, Spark, Hadoop, Scala"
req10301,at least 2,MSc,"Scala, R"
req10302,3-5 yrs,BS,"Python, Leadership"
req10303,at least 2,BS,"R, Communication"
req10304,2+,B.Sc.,"Excel, Communication"
req10305,1 year,None,"Hadoop, Communication"
req10306,2+,None,"Scala, Python, Communication, Excel"
req10307,2+,Bachelor's,"Hadoop, SQL, Tableau, R, Spark"
req10308,None,PhD,"Spark, PowerBI, SQL"
req10309,3-5 yrs,MSc,"Hadoop, Spark, Python, Communication, Scala"
req10310,1 year,Bachelor's,"Communication, Scala"
req10311,3-5 yrs,BS,"SQL, Excel, Python, R"
req10312,3-5 yrs,None,"Hadoop, PowerBI, R, Communication, Leadership"
req10313,2+,BS,"Tableau, Communication, Hadoop, Excel"
req10314,None,BS,"SQL, R"
req10315,at least 2,Bachelor's,"SQL, Tableau, Scala"
req10316,3-5 yrs,B.Sc.,"Hadoop, Scala"
req10317,2+,None,"Spark, Scala"
req10318,None,PhD,"Tableau, Scala, Hadoop"
req10319,at least 2,B.Sc.,"Tableau, R, Python, Excel"
req10320,at least 2,BS,"SQL, Tableau, PowerBI, Spark"
req10321,at least 2,None,"Communication, Python"
req10322,at least 2,B.Sc.,"SQL, Python, Hadoop"
req10323,1 year,MSc,"Scala, Hadoop, PowerBI"
req10324,None,MSc,"PowerBI, R, Scala, SQL"
req10325,1 year,Bachelor's,"SQL, R, Spark"
req10326,2+,B.Sc.,"Tableau, Excel, PowerBI, Scala, Leadership"
req10327,2+,PhD,"Spark, SQL, Excel, Communication, R"
req10328,2+,PhD,"Tableau, Leadership"
req10329,at least 2,PhD,"Excel, Scala, Leadership, PowerBI"
req10330,None,BS,"R, Python, Tableau, Excel, Leadership"
req10331,2+,BS,"Spark, Excel, PowerBI, SQL, Tableau"
req10332,None,None,"Python, Tableau, Excel"
req10333,at least 2,None,"Tableau, Hadoop, R, Python, Spark"
req10334,None,MSc,"Hadoop, PowerBI, Python, Excel, Scala"
req10335,1 year,Bachelor's,"Hadoop, Tableau, Excel, PowerBI"
req10336,None,BS,"Python, Tableau"
req10337,None,PhD,"Scala, Tableau, Python"
req10338,at least 2,Bachelor's,"Excel, Spark"
req10339,1 year,BS,"Leadership, Tableau, SQL, Python"
req10340,at least 2,MSc,"R, Communication, Excel"
req10341,None,MSc,"Python, Tableau, Scala, PowerBI"
req10342,3-5 yrs,Bachelor's,"R, PowerBI, Leadership, SQL, Excel"
req10343,at least 2,B.Sc.,"Scala, Communication"
req10344,2+,MSc,"SQL, Communication"
req10345,1 year,None,"Scala, Tableau, Spark, Leadership, Hadoop"
req10346,3-5 yrs,B.Sc.,"Hadoop, SQL, R"
req10347,2+,Bachelor's,"Tableau, Communication"
req10348,None,B.Sc.,"Spark, Scala"
req10349,1 year,BS,"Tableau, Spark, R, Hadoop, Communication"
req10350,at least 2,None,"R, Leadership, Communication"
req10351,at least 2,Bachelor's,"Excel, Spark"
req10352,3-5 yrs,PhD,"Hadoop, Python"
req10353,1 year,None,"Excel, Python, SQL, Hadoop, Tableau"
req10354,None,MSc,"Leadership, Scala"
req10355,at least 2,Bachelor's,"Spark, PowerBI"
req10356,2+,None,"Spark, PowerBI, Hadoop"
req10357,None,Bachelor's,"Python, R, Scala"
req10358,2+,B.Sc.,"R, SQL, PowerBI"
req10359,at least 2,None,"SQL, Tableau, PowerBI, Communication, Leadership"
req10360,at least 2,B.Sc.,"Communication, Spark, Leadership"
req10361,at least 2,B.Sc.,"R, Tableau, Excel, SQL, Scala"
req10362,None,PhD,"Leadership, R, Excel"
req10363,None,MSc,"Leadership, Communication"
req10364,3-5 yrs,BS,"Tableau, SQL, Python, R"
req10365,2+,PhD,"Communication, SQL, Spark, Leadership"
req10366,1 year,BS,"SQL, PowerBI, Tableau, Excel"
req10367,1 year,B.Sc.,"SQL, R, PowerBI"
req10368,2+,PhD,"Python, Spark, PowerBI, Hadoop, Excel"
req10369,3-5 yrs,B.Sc.,"Leadership, Hadoop, Tableau, R"
req10370,1 year,PhD,"Communication, PowerBI"
req10371,None,Bachelor's,"Python, R, Communication, SQL"
req10372,None,PhD,"Hadoop, Excel, R, SQL, Scala"
req10373,at least 2,B.Sc.,"Excel, Python"
req10374,1 year,PhD,"Tableau, Python, PowerBI, Excel, Hadoop"
req10375,3-5 yrs,None,"Python, SQL, Spark, Excel, Scala"
req10376,2+,Bachelor's,"Hadoop, Communication"
req10377,at least 2,None,"Python, PowerBI, Hadoop, Leadership, Scala"
req10378,at least 2,B.Sc.,"SQL, Hadoop, Spark, Communication"
req10379,None,B.Sc.,"Excel, Tableau"
req10380,None,MSc,"Excel, Communication, SQL"
req10381,None,Bachelor's,"Hadoop, Leadership, Spark"
req10382,3-5 yrs,B.Sc.,"Hadoop, Leadership, Python, PowerBI, Scala"
req10383,at least 2,BS,"Hadoop, Tableau"
req10384,1 year,PhD,"Hadoop, Spark, R"
req10385,3-5 yrs,None,"Python, Communication, Tableau, Leadership, Scala"
req10386,1 year,BS,"Excel, Spark, Tableau, Scala, R"
req10387,1 year,None,"Communication, R"
req10388,None,BS,"R, Tableau, SQL"
req10389,3-5 yrs,PhD,"Scala, SQL"
req10390,2+,None,"Hadoop, Tableau"
req10391,3-5 yrs,MSc,"Tableau, PowerBI, Leadership, SQL, R"
req10392,at least 2,PhD,"Python, SQL"
req10393,3-5 yrs,MSc,"Python, PowerBI, Hadoop, SQL"
req10394,2+,B.Sc.,"R, PowerBI, Communication, Scala"
req10395,2+,Bachelor's,"Excel, Tableau, PowerBI, Spark"
req10396,1 year,Bachelor's,"Leadership, Scala, Python, SQL"
req10397,at least 2,MSc,"Communication, Leadership, Excel, R, Tableau"
req10398,3-5 yrs,None,"SQL, Python, Excel, Spark, Scala"
req10399,2+,B.Sc.,"Tableau, Communication, Scala, Leadership, Hadoop"
req10400,1 year,PhD,"PowerBI, Hadoop"
req10401,None,None,"Python, Hadoop, R, Excel, Communication"
req10402,at least 2,B.Sc.,"Scala, PowerBI, Spark, R, Leadership"
req10403,2+,Bachelor's,"Communication, Tableau, Excel"
req10404,3-5 yrs,B.Sc.,"Spark, Leadership, Tableau, Scala, SQL"
req10405,at least 2,PhD,"Spark, PowerBI, SQL"
req10406,1 year,PhD,"Excel, Tableau"
req10407,1 year,PhD,"R, Spark, Python, Hadoop"
req10408,None,B.Sc.,"Excel, Leadership, Tableau"
req10409,at least 2,BS,"Communication, Excel, Python, Leadership, Spark"
req10410,3-5 yrs,None,"Scala, Spark, Leadership"
req10411,None,Bachelor's,"Hadoop, R, Scala, Leadership"
req10412,None,MSc,"Scala, Python, Hadoop"
req10413,at least 2,Bachelor's,"Tableau, Scala, Leadership"
req10414,1 year,Bachelor's,"Python, SQL, Spark, PowerBI, Communication"
req10415,at least 2,PhD,"Scala, Python, Tableau, Excel, Communication"
req10416,None,MSc,"Leadership, SQL, Hadoop, PowerBI, R"
req10417,at least 2,MSc,"SQL, Communication, Spark"
req10418,2+,Bachelor's,"Communication, Python, Tableau"
req10419,None,B.Sc.,"Leadership, Scala"
req10420,1 year,PhD,"Excel, Python, Scala"
req10421,2+,Bachelor's,"Spark, Excel, Leadership"
req10422,3-5 yrs,BS,"Excel, SQL, PowerBI"
req10423,1 year,Bachelor's,"Scala, R, Spark, Tableau"
req10424,3-5 yrs,B.Sc.,"Scala, Python, SQL"
req10425,at least 2,None,"Python, Communication"
req10426,None,BS,"Leadership, Communication, PowerBI, Excel"
req10427,2+,B.Sc.,"SQL, Leadership, Hadoop"
req10428,at least 2,PhD,"Spark, Communication, Scala, Hadoop, Excel"
req10429,None,None,"Leadership, Python, Communication, SQL, R"
req10430,2+,None,"PowerBI, Tableau, Leadership"
req10431,3-5 yrs,Bachelor's,"Scala, Spark, Python, PowerBI"
req10432,None,PhD,"Excel, Hadoop"
req10433,2+,None,"Python, Communication, Scala, PowerBI, Hadoop"
req10434,at least 2,B.Sc.,"Hadoop, PowerBI"
req10435,3-5 yrs,B.Sc.,"Communication, Leadership, SQL"
req10436,1 year,PhD,"Excel, Tableau, Hadoop, Python"
req10437,at least 2,BS,"Scala, Leadership"
req10438,1 year,Bachelor's,"Spark, R, Communication, SQL"
req10439,at least 2,None,"Tableau, Python"
req10440,1 year,Bachelor's,"Communication, SQL, Scala, Hadoop"
req10441,3-5 yrs,BS,"Tableau, Python"
req10442,1 year,Bachelor's,"Python, SQL, PowerBI"
req10443,2+,B.Sc.,"R, Communication, SQL"
req10444,3-5 yrs,PhD,"Tableau, Communication, SQL"
req10445,1 year,None,"Python, Leadership, Hadoop"
req10446,None,None,"Hadoop, Communication"
req10447,3-5 yrs,BS,"Scala, Hadoop, R, PowerBI, Tableau"
req10448,at least 2,MSc,"Communication, Hadoop, SQL"
req10449,2+,None,"Spark, SQL, Communication"
req10450,1 year,MSc,"Tableau, Leadership, Communication, Hadoop"
req10451,1 year,B.Sc.,"SQL, Hadoop, Tableau"
req10452,None,None,"Spark, Hadoop, Leadership, Python, Tableau"
req10453,at least 2,B.Sc.,"Leadership, Hadoop, SQL"
req10454,3-5 yrs,None,"Communication, Tableau, Scala, Leadership"
req10455,at least 2,PhD,"SQL, Scala, Leadership, Excel, Python"
req10456,3-5 yrs,B.Sc.,"Excel, Python, Tableau"
req10457,2+,BS,"Communication, Leadership, R, Python, SQL"
req10458,3-5 yrs,Bachelor's,"Scala, Python, Leadership, Hadoop, SQL"
req10459,None,None,"Python, Excel, Hadoop, R, Scala"
req10460,2+,PhD,"R, Communication, Tableau, PowerBI, Excel"
req10461,3-5 yrs,B.Sc.,"Communication, Leadership, PowerBI, Scala, Spark"
req10462,None,Bachelor's,"Tableau, Scala"
req10463,2+,B.Sc.,"Leadership, Excel, R, PowerBI"
req10464,1 year,None,"R, Spark, Scala, PowerBI, Hadoop"
req10465,1 year,B.Sc.,"R, Leadership"
req10466,3-5 yrs,B.Sc.,"SQL, PowerBI"
req10467,3-5 yrs,BS,"PowerBI, Leadership"
req10468,1 year,Bachelor's,"SQL, Python, Excel, Scala"
req10469,at least 2,Bachelor's,"Hadoop, Leadership, Excel, Communication"
req10470,3-5 yrs,PhD,"R, Leadership, Python"
req10471,3-5 yrs,MSc,"Python, Leadership, Hadoop"
req10472,2+,PhD,"Tableau, Excel, Spark, SQL, Scala"
req10473,2+,BS,"Tableau, Spark, Leadership"
req10474,3-5 yrs,MSc,"Tableau, Python, Excel"
req10475,None,B.Sc.,"Leadership, PowerBI, Spark"
req10476,3-5 yrs,BS,"SQL, Leadership, Spark, Hadoop"
req10477,at least 2,B.Sc.,"Excel, PowerBI, Communication, Scala, Python"
req10478,None,None,"Spark, Tableau, Scala, Communication"
req10479,2+,PhD,"R, Python, PowerBI"
req10480,3-5 yrs,None,"Python, Spark, Excel"
req10481,1 year,BS,"R, PowerBI, Communication, SQL, Hadoop"
req10482,1 year,PhD,"Spark, Python, Tableau, Scala, Leadership"
req10483,2+,MSc,"Scala, Excel"
req10484,None,BS,"SQL, Scala, Excel, Communication, Tableau"
req10485,3-5 yrs,PhD,"Tableau, Communication, Scala, Spark, Python"
req10486,None,BS,"Leadership, Tableau"
req10487,None,BS,"Spark, Python, PowerBI, Communication, Excel"
req10488,at least 2,Bachelor's,"PowerBI, Hadoop, Scala"
req10489,3-5 yrs,Bachelor's,"Leadership, R, Hadoop"
req10490,at least 2,B.Sc.,"R, Scala, Communication, SQL"
req10491,None,PhD,"Tableau, Excel, R"
req10492,3-5 yrs,PhD,"PowerBI, Leadership, Spark, Scala, Hadoop"
req10493,None,MSc,"Scala, Tableau, Spark"
req10494,1 year,Bachelor's,"Leadership, Hadoop, Python, SQL"
req10495,None,MSc,"Hadoop, PowerBI"
req10496,3-5 yrs,BS,"Hadoop, SQL, PowerBI"
req10497,2+,MSc,"Communication, Spark, Excel, Tableau, Scala"
req10498,2+,Bachelor's,"Excel, PowerBI"
req10499,None,None,"PowerBI, Leadership, Communication"
req10500,2+,Bachelor's,"PowerBI, Scala, SQL, R"
req10501,3-5 yrs,BS,"R, SQL, Scala"
req10502,None,PhD,"Spark, Tableau, R, PowerBI, SQL"
